Time,PV_6 (kW),PV_10 (kW),PV_4 (kW),PV_9 (kW),PV_680 (kW),PV_14 (kW)
16:40,77.21845319946667,65.66364456435991,118.96547447126586,88.21563598487977,0.0,33.093622798976206
16:45,69.18448510518012,57.571547651342726,104.47393381322843,79.14866325768779,0.0,29.650493620961573
16:50,63.68439932930633,50.132581411354096,95.16834984130186,71.97317491172244,0.0,27.293314000505184
16:55,58.18431355343253,42.69361517136545,85.86276586937528,64.7976865657571,0.0,24.93613438004879
17:00,52.68422777755875,35.25464893137682,76.55718189744871,57.62219821979176,0.0,22.578954759592406
17:05,45.96032378563055,29.775074699758406,66.83467552779021,49.27761275051945,0.0,19.697281620969015
17:10,39.236419793702346,24.295500468139988,57.11216915813173,40.933027281247135,0.0,16.815608482345628
17:15,32.51251580177414,18.815926236521577,47.38966278847323,32.588441811974825,0.0,13.933935343722238
17:20,25.434894501234822,15.070029741236759,36.65662332026158,25.806778292989936,0.0,10.900669071869286
17:25,18.357273200695502,11.324133245951941,25.923583852049926,19.025114774005047,0.0,7.867402800016337
17:30,11.279651900156182,7.578236750667124,15.190544383838278,12.243451255020162,0.0,4.834136528163387
17:35,9.489230963514283,5.125394912533513,12.971091311682871,9.936762984900211,0.0,4.066813269677967
17:40,7.698810026872383,2.6725530743999015,10.751638239527464,7.630074714780258,0.0,3.2994900111925456
17:45,5.908389090230484,0.21971123626629135,8.532185167372056,5.323386444660306,0.0,2.5321667527071248
17:50,3.9389260601536558,0.1464741575108609,5.688123444914704,3.548924296440204,0.0,1.6881111684714163
17:55,1.9694630300768277,0.07323707875543048,2.844061722457352,1.7744621482201017,0.0,0.8440555842357079
18:00,0.0,0.0,0.0,0.0,0.0,0.0
18:05,0.0,0.0,0.0,0.0,0.0,0.0
18:10,0.0,0.0,0.0,0.0,0.0,0.0
18:15,0.0,0.0,0.0,0.0,0.0,0.0
18:20,0.0,0.0,0.0,0.0,0.0,0.0
18:25,0.0,0.0,0.0,0.0,0.0,0.0
18:30,0.0,0.0,0.0,0.0,0.0,0.0
18:35,0.0,0.0,0.0,0.0,0.0,0.0
18:40,0.0,0.0,0.0,0.0,0.0,0.0
18:45,0.0,0.0,0.0,0.0,0.0,0.0
18:50,0.0,0.0,0.0,0.0,0.0,0.0
18:55,0.0,0.0,0.0,0.0,0.0,0.0
19:00,0.0,0.0,0.0,0.0,0.0,0.0
19:05,0.0,0.0,0.0,0.0,0.0,0.0
19:10,0.0,0.0,0.0,0.0,0.0,0.0
19:15,0.0,0.0,0.0,0.0,0.0,0.0
19:20,0.0,0.0,0.0,0.0,0.0,0.0
19:25,0.0,0.0,0.0,0.0,0.0,0.0
19:30,0.0,0.0,0.0,0.0,0.0,0.0
19:35,0.0,0.0,0.0,0.0,0.0,0.0
19:40,0.0,0.0,0.0,0.0,0.0,0.0
19:45,0.0,0.0,0.0,0.0,0.0,0.0
19:50,0.0,0.0,0.0,0.0,0.0,0.0
19:55,0.0,0.0,0.0,0.0,0.0,0.0
20:00,0.0,0.0,0.0,0.0,0.0,0.0
20:05,0.0,0.0,0.0,0.0,0.0,0.0
20:10,0.0,0.0,0.0,0.0,0.0,0.0
20:15,0.0,0.0,0.0,0.0,0.0,0.0
20:20,0.0,0.0,0.0,0.0,0.0,0.0
20:25,0.0,0.0,0.0,0.0,0.0,0.0
20:30,0.0,0.0,0.0,0.0,0.0,0.0
20:35,0.0,0.0,0.0,0.0,0.0,0.0
20:40,0.0,0.0,0.0,0.0,0.0,0.0
20:45,0.0,0.0,0.0,0.0,0.0,0.0
20:50,0.0,0.0,0.0,0.0,0.0,0.0
20:55,0.0,0.0,0.0,0.0,0.0,0.0
21:00,0.0,0.0,0.0,0.0,0.0,0.0
21:05,0.0,0.0,0.0,0.0,0.0,0.0
21:10,0.0,0.0,0.0,0.0,0.0,0.0
21:15,0.0,0.0,0.0,0.0,0.0,0.0
21:20,0.0,0.0,0.0,0.0,0.0,0.0
21:25,0.0,0.0,0.0,0.0,0.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,0.0
21:35,0.0,0.0,0.0,0.0,0.0,0.0
21:40,0.0,0.0,0.0,0.0,0.0,0.0
21:45,0.0,0.0,0.0,0.0,0.0,0.0
21:50,0.0,0.0,0.0,0.0,0.0,0.0
21:55,0.0,0.0,0.0,0.0,0.0,0.0
22:00,0.0,0.0,0.0,0.0,0.0,0.0
22:05,0.0,0.0,0.0,0.0,0.0,0.0
22:10,0.0,0.0,0.0,0.0,0.0,0.0
22:15,0.0,0.0,0.0,0.0,0.0,0.0
22:20,0.0,0.0,0.0,0.0,0.0,0.0
22:25,0.0,0.0,0.0,0.0,0.0,0.0
22:30,0.0,0.0,0.0,0.0,0.0,0.0
22:35,0.0,0.0,0.0,0.0,0.0,0.0
22:40,0.0,0.0,0.0,0.0,0.0,0.0
22:45,0.0,0.0,0.0,0.0,0.0,0.0
22:50,0.0,0.0,0.0,0.0,0.0,0.0
22:55,0.0,0.0,0.0,0.0,0.0,0.0
23:00,0.0,0.0,0.0,0.0,0.0,0.0
23:05,0.0,0.0,0.0,0.0,0.0,0.0
23:10,0.0,0.0,0.0,0.0,0.0,0.0
23:15,0.0,0.0,0.0,0.0,0.0,0.0
23:20,0.0,0.0,0.0,0.0,0.0,0.0
23:25,0.0,0.0,0.0,0.0,0.0,0.0
23:30,0.0,0.0,0.0,0.0,0.0,0.0
23:35,0.0,0.0,0.0,0.0,0.0,0.0
23:40,0.0,0.0,0.0,0.0,0.0,0.0
23:45,0.0,0.0,0.0,0.0,0.0,0.0
